transaction_amount,transaction_card_type,transaction_ecommerce_website_name,transaction_country_name,transaction_datetime,transaction_id,transaction_city_name,transaction_product_name
529.57,Maestro,www.ebay.com,United States,14-05-2019 15:26,109,New York City,Laptop
367.76,MasterCard,www.ebay.com,United Kingdom,14-05-2019 15:26,110,London,Laptop
383.29,Visa,www.ebay.com,Italy,14-05-2019 15:26,111,Rome,External Hard Drive
131.67,MasterCard,www.ebay.com,India,14-05-2019 15:26,112,Chennai,Laptop
72.47,Visa,www.amazon.com,India,14-05-2019 15:26,113,Pune,LAN Cable
88.04,Maestro,www.ebay.com,France,14-05-2019 15:26,114,Paris,TV Stand
535.31,Maestro,www.amazon.com,India,14-05-2019 15:26,115,Hyderabad,Pen Drive
91.92,Maestro,www.flipkart.com,Singapore,14-05-2019 15:26,116,Singapore,Text Books
177.91,Visa,www.ebay.com,Inida,14-05-2019 15:26,117,New Delhi,TV
201.18,Visa,www.snapdeal.com,Thailand,14-05-2019 15:26,118,Bangkok,LAN Cable
507.15,Maestro,www.ebay.com,France,14-05-2019 15:26,119,Paris,HDMI Cable
85.94,MasterCard,www.flipkart.com,Thailand,14-05-2019 15:26,120,Bangkok,HDMI Cable
219.14,Maestro,www.flipkart.com,United Kingdom,14-05-2019 15:26,121,London,TV Stand
298.15,MasterCard,www.flipkart.com,United Kingdom,14-05-2019 15:26,122,London,Wrist Band
184.49,Maestro,www.flipkart.com,Italy,14-05-2019 15:26,123,Rome,Pen Drive
158.43,MasterCard,www.flipkart.com,India,14-05-2019 15:26,124,Kolkata,External Hard Drive
401.57,Visa,www.ebay.com,India,14-05-2019 15:26,125,Bangalore,Text Books
164.58,MasterCard,www.amazon.com,Singapore,14-05-2019 15:26,126,Singapore,HDMI Cable
188.75,Maestro,www.ebay.com,United Kingdom,14-05-2019 15:26,127,London,Laptop
167.35,Maestro,www.ebay.com,Singapore,14-05-2019 15:26,128,Singapore,HDMI Cable
135.84,Maestro,www.ebay.com,India,14-05-2019 15:26,129,Kolkata,Text Books
101.65,Maestro,www.ebay.com,Inida,14-05-2019 15:26,130,New Delhi,External Hard Drive
237.53,MasterCard,www.snapdeal.com,India,14-05-2019 15:26,131,Mumbai,TV Stand
428.31,MasterCard,www.snapdeal.com,United Kingdom,14-05-2019 15:26,132,London,Mobile Phone
476.98,MasterCard,www.amazon.com,India,14-05-2019 15:26,133,Chennai,Laptop
484.75,Visa,www.ebay.com,United States,14-05-2019 15:26,134,New York City,Desktop Computer
534.26,Visa,www.snapdeal.com,Singapore,14-05-2019 15:26,135,Singapore,HDMI Cable
304.75,Visa,www.flipkart.com,India,14-05-2019 15:26,136,Hyderabad,Wrist Band
385.63,Maestro,www.ebay.com,Israel,14-05-2019 15:26,137,Jerusalem,HDMI Cable
499.81,Maestro,www.ebay.com,India,14-05-2019 15:26,138,Chennai,HDMI Cable
36.57,Maestro,www.snapdeal.com,France,14-05-2019 15:26,139,Paris,Text Books
356.31,MasterCard,www.ebay.com,India,14-05-2019 15:26,140,Kolkata,TV Stand
301.97,Visa,www.amazon.com,India,14-05-2019 15:26,141,Mumbai,TV Stand
478.43,MasterCard,www.snapdeal.com,India,14-05-2019 15:26,142,Kolkata,LAN Cable
455.69,MasterCard,www.amazon.com,France,14-05-2019 15:26,143,Paris,Desktop Computer
510.58,MasterCard,www.amazon.com,Israel,14-05-2019 15:26,144,Jerusalem,External Hard Drive
302.23,Maestro,www.flipkart.com,Italy,14-05-2019 15:26,145,Rome,Mobile Phone
537.22,Maestro,www.ebay.com,Singapore,14-05-2019 15:26,146,Singapore,Wrist Band
277.91,Maestro,www.amazon.com,Singapore,14-05-2019 15:26,147,Singapore,External Hard Drive
38.33,Maestro,www.snapdeal.com,India,14-05-2019 15:26,148,Kolkata,Mobile Phone
242.89,MasterCard,www.flipkart.com,United Kingdom,14-05-2019 15:26,149,London,Desktop Computer
15.31,MasterCard,www.flipkart.com,India,14-05-2019 15:26,150,Kolkata,LAN Cable
254.36,MasterCard,www.amazon.com,United States,14-05-2019 15:26,151,New York City,Mobile Phone
112.94,MasterCard,www.snapdeal.com,India,14-05-2019 15:26,152,Chennai,Text Books
97.56,Maestro,www.flipkart.com,India,14-05-2019 15:26,153,Chennai,Wrist Band
478.81,MasterCard,www.snapdeal.com,India,14-05-2019 15:26,154,Mumbai,Wrist Watch
455.93,MasterCard,www.ebay.com,India,14-05-2019 15:26,155,Pune,Wrist Band
172.22,Maestro,www.flipkart.com,India,14-05-2019 15:26,156,Hyderabad,Wrist Watch
184.28,MasterCard,www.ebay.com,France,14-05-2019 15:26,157,Paris,Wrist Band
248.93,Visa,www.flipkart.com,India,14-05-2019 15:26,158,Pune,Wrist Band
147.2,Maestro,www.flipkart.com,Inida,14-05-2019 15:26,159,New Delhi,Laptop
120.16,MasterCard,www.snapdeal.com,India,14-05-2019 15:26,160,Pune,Wrist Watch
340.89,Maestro,www.ebay.com,France,14-05-2019 15:26,161,Paris,Wrist Band
241.93,Maestro,www.amazon.com,India,14-05-2019 15:26,162,Pune,Wrist Watch
357.81,Maestro,www.ebay.com,France,14-05-2019 15:26,163,Paris,TV Stand
251.68,Maestro,www.ebay.com,Singapore,14-05-2019 15:26,164,Singapore,Desktop Computer
334.5,MasterCard,www.snapdeal.com,United Kingdom,14-05-2019 15:26,165,London,Laptop
175.45,Visa,www.flipkart.com,Israel,14-05-2019 15:26,166,Jerusalem,HDMI Cable
388.48,Visa,www.ebay.com,India,14-05-2019 15:26,167,Hyderabad,HDMI Cable
426.57,Maestro,www.snapdeal.com,India,14-05-2019 15:26,168,Kolkata,TV Stand
279.88,Maestro,www.flipkart.com,Singapore,14-05-2019 15:27,169,Singapore,TV
86.49,Maestro,www.snapdeal.com,India,14-05-2019 15:27,170,Pune,Wrist Watch
54.79,Maestro,www.flipkart.com,Inida,14-05-2019 15:27,171,New Delhi,Mobile Phone
20.66,MasterCard,www.amazon.com,Israel,14-05-2019 15:27,172,Jerusalem,Laptop
100.89,Maestro,www.flipkart.com,United Kingdom,14-05-2019 15:27,173,London,TV
62.43,Visa,www.ebay.com,United Kingdom,14-05-2019 15:27,174,London,Desktop Computer
8.17,MasterCard,www.amazon.com,Inida,14-05-2019 15:27,175,New Delhi,Wrist Band
91.52,Maestro,www.snapdeal.com,Inida,14-05-2019 15:27,176,New Delhi,Laptop
418.56,Maestro,www.flipkart.com,France,14-05-2019 15:27,177,Paris,TV Stand
41.55,Maestro,www.ebay.com,India,14-05-2019 15:27,178,Chennai,HDMI Cable
200.83,Visa,www.ebay.com,Italy,14-05-2019 15:27,179,Rome,Wrist Watch
454.84,Maestro,www.ebay.com,France,14-05-2019 15:27,180,Paris,External Hard Drive
302.05,Maestro,www.amazon.com,Italy,14-05-2019 15:27,181,Rome,TV Stand
326.69,Maestro,www.snapdeal.com,Inida,14-05-2019 15:27,182,New Delhi,Wrist Watch
238.65,MasterCard,www.flipkart.com,United States,14-05-2019 15:27,183,New York City,Wrist Band
377.78,Maestro,www.ebay.com,India,14-05-2019 15:27,184,Mumbai,Wrist Watch
14.77,Maestro,www.flipkart.com,Inida,14-05-2019 15:27,185,New Delhi,TV Stand
291.52,Maestro,www.snapdeal.com,India,14-05-2019 15:27,186,Chennai,Pen Drive
409.28,Visa,www.amazon.com,United States,14-05-2019 15:27,187,New York City,Laptop
337.11,MasterCard,www.snapdeal.com,Italy,14-05-2019 15:27,188,Rome,External Hard Drive
187.54,Visa,www.flipkart.com,United Kingdom,14-05-2019 15:27,189,London,Wrist Band
337.51,Visa,www.ebay.com,Singapore,14-05-2019 15:27,190,Singapore,Mobile Phone
400.74,Maestro,www.amazon.com,India,14-05-2019 15:27,191,Bangalore,HDMI Cable
308.2,MasterCard,www.snapdeal.com,United States,14-05-2019 15:27,192,New York City,Wrist Watch
355.66,Maestro,www.amazon.com,United States,14-05-2019 15:27,193,New York City,External Hard Drive
131.78,Visa,www.flipkart.com,India,14-05-2019 15:27,194,Mumbai,Wrist Watch
314.88,Maestro,www.snapdeal.com,India,14-05-2019 15:27,195,Kolkata,TV Stand
354.86,Visa,www.ebay.com,India,14-05-2019 15:27,196,Kolkata,Text Books
467,Maestro,www.ebay.com,India,14-05-2019 15:27,197,Kolkata,TV
489.77,Visa,www.amazon.com,India,14-05-2019 15:27,198,Mumbai,Laptop
6.02,Maestro,www.flipkart.com,United States,14-05-2019 15:27,199,New York City,HDMI Cable
331.2,Visa,www.flipkart.com,United Kingdom,14-05-2019 15:27,200,London,HDMI Cable
519.18,MasterCard,www.flipkart.com,India,14-05-2019 15:27,201,Pune,External Hard Drive
114.79,MasterCard,www.snapdeal.com,Inida,14-05-2019 15:27,202,New Delhi,Wrist Watch
49.67,Visa,www.flipkart.com,India,14-05-2019 15:27,203,Bangalore,TV
28.82,MasterCard,www.snapdeal.com,India,14-05-2019 15:27,204,Pune,HDMI Cable
349.57,Maestro,www.ebay.com,India,14-05-2019 15:27,205,Chennai,Text Books
484.11,MasterCard,www.snapdeal.com,Thailand,14-05-2019 15:27,206,Bangkok,HDMI Cable
14.46,MasterCard,www.amazon.com,Israel,14-05-2019 15:27,207,Jerusalem,Laptop
9.77,Maestro,www.flipkart.com,India,14-05-2019 15:27,208,Bangalore,Pen Drive
37.46,MasterCard,www.amazon.com,Thailand,14-05-2019 15:27,209,Bangkok,Laptop
293.48,MasterCard,www.flipkart.com,India,14-05-2019 15:27,210,Chennai,HDMI Cable
349.39,Visa,www.snapdeal.com,Thailand,14-05-2019 15:27,211,Bangkok,TV
10.4,Visa,www.snapdeal.com,Singapore,14-05-2019 15:27,212,Singapore,Wrist Watch
134.73,Visa,www.flipkart.com,India,14-05-2019 15:27,213,Bangalore,Mobile Phone
343.39,Visa,www.snapdeal.com,India,14-05-2019 15:27,214,Chennai,Mobile Phone
476.97,Visa,www.ebay.com,India,14-05-2019 15:27,215,Bangalore,Wrist Band
281.12,MasterCard,www.flipkart.com,Italy,14-05-2019 15:27,216,Rome,External Hard Drive
548.56,Maestro,www.amazon.com,Israel,14-05-2019 15:27,217,Jerusalem,Desktop Computer
63.47,Maestro,www.snapdeal.com,India,14-05-2019 15:27,218,Bangalore,Text Books
411.71,Maestro,www.snapdeal.com,Singapore,14-05-2019 15:27,219,Singapore,External Hard Drive
477.31,MasterCard,www.amazon.com,Israel,14-05-2019 15:27,220,Jerusalem,Laptop
345.23,MasterCard,www.flipkart.com,India,14-05-2019 15:27,221,Hyderabad,TV
107.56,Visa,www.ebay.com,India,14-05-2019 15:27,222,Kolkata,Desktop Computer
491.43,MasterCard,www.snapdeal.com,France,14-05-2019 15:27,223,Paris,Desktop Computer
540.64,MasterCard,www.snapdeal.com,India,14-05-2019 15:27,224,Kolkata,HDMI Cable
162.23,Visa,www.amazon.com,Thailand,14-05-2019 15:27,225,Bangkok,Mobile Phone
21.8,Visa,www.snapdeal.com,United Kingdom,14-05-2019 15:27,226,London,External Hard Drive
142.44,MasterCard,www.flipkart.com,India,14-05-2019 15:27,227,Hyderabad,External Hard Drive
440.85,Visa,www.snapdeal.com,India,14-05-2019 15:27,228,Pune,External Hard Drive
339.6,MasterCard,www.amazon.com,United Kingdom,14-05-2019 15:28,229,London,Wrist Watch
233.79,Visa,www.ebay.com,France,14-05-2019 15:28,230,Paris,TV Stand
361.65,Visa,www.snapdeal.com,United Kingdom,14-05-2019 15:28,231,London,TV
183.41,MasterCard,www.flipkart.com,Israel,14-05-2019 15:28,232,Jerusalem,Wrist Watch
524.34,Maestro,www.amazon.com,India,14-05-2019 15:28,233,Hyderabad,LAN Cable
363.55,MasterCard,www.amazon.com,India,14-05-2019 15:28,234,Pune,TV Stand
12.7,MasterCard,www.snapdeal.com,Thailand,14-05-2019 15:28,235,Bangkok,TV Stand
139.24,Visa,www.ebay.com,Thailand,14-05-2019 15:28,236,Bangkok,HDMI Cable
241.19,Maestro,www.flipkart.com,Thailand,14-05-2019 15:28,237,Bangkok,Wrist Watch
308,Visa,www.amazon.com,Thailand,14-05-2019 15:28,238,Bangkok,External Hard Drive
405.05,Maestro,www.snapdeal.com,India,14-05-2019 15:28,239,Mumbai,Pen Drive
392.46,Visa,www.ebay.com,Thailand,14-05-2019 15:28,240,Bangkok,External Hard Drive
454.34,Visa,www.ebay.com,India,14-05-2019 15:28,241,Kolkata,Wrist Band
212.9,Visa,www.snapdeal.com,India,14-05-2019 15:28,242,Hyderabad,Wrist Watch
7.03,MasterCard,www.flipkart.com,Italy,14-05-2019 15:28,243,Rome,LAN Cable
52.17,Maestro,www.amazon.com,Inida,14-05-2019 15:28,244,New Delhi,Text Books
163.53,MasterCard,www.amazon.com,India,14-05-2019 15:28,245,Mumbai,Wrist Watch
259.46,Maestro,www.amazon.com,India,14-05-2019 15:28,246,Bangalore,Wrist Watch
514.83,MasterCard,www.amazon.com,India,14-05-2019 15:28,247,Hyderabad,TV Stand
258.03,Maestro,www.ebay.com,Italy,14-05-2019 15:28,248,Rome,Text Books
542.88,Maestro,www.snapdeal.com,India,14-05-2019 15:28,249,Mumbai,HDMI Cable
452.52,Visa,www.ebay.com,United States,14-05-2019 15:28,250,New York City,HDMI Cable
372.78,Visa,www.snapdeal.com,India,14-05-2019 15:28,251,Kolkata,TV Stand
413.79,MasterCard,www.amazon.com,United Kingdom,14-05-2019 15:28,252,London,Mobile Phone
70.94,Maestro,www.flipkart.com,India,14-05-2019 15:28,253,Hyderabad,External Hard Drive
76.18,MasterCard,www.ebay.com,Inida,14-05-2019 15:28,254,New Delhi,TV Stand
289.85,Maestro,www.snapdeal.com,France,14-05-2019 15:28,255,Paris,Wrist Watch
502.3,Visa,www.snapdeal.com,Israel,14-05-2019 15:28,256,Jerusalem,Laptop
550.17,MasterCard,www.flipkart.com,Israel,14-05-2019 15:28,257,Jerusalem,HDMI Cable
486.89,MasterCard,www.flipkart.com,Italy,14-05-2019 15:28,258,Rome,Pen Drive
20.92,Maestro,www.flipkart.com,India,14-05-2019 15:28,259,Kolkata,Wrist Band
434.67,Maestro,www.flipkart.com,India,14-05-2019 15:28,260,Pune,Mobile Phone
474.99,MasterCard,www.flipkart.com,India,14-05-2019 15:28,261,Mumbai,TV
539.97,MasterCard,www.flipkart.com,India,14-05-2019 15:28,262,Pune,Wrist Band
423.27,Maestro,www.amazon.com,Italy,14-05-2019 15:28,263,Rome,External Hard Drive
427.43,Visa,www.snapdeal.com,Inida,14-05-2019 15:28,264,New Delhi,TV
433.29,Maestro,www.amazon.com,Thailand,14-05-2019 15:28,265,Bangkok,Laptop
344.13,Visa,www.amazon.com,France,14-05-2019 15:28,266,Paris,Laptop
246.25,Visa,www.snapdeal.com,France,14-05-2019 15:28,267,Paris,Wrist Watch
434.75,Visa,www.snapdeal.com,India,14-05-2019 15:28,268,Hyderabad,Mobile Phone
461.69,MasterCard,www.snapdeal.com,Singapore,14-05-2019 15:28,269,Singapore,TV Stand
432.17,Maestro,www.snapdeal.com,France,14-05-2019 15:28,270,Paris,Pen Drive
485.57,Visa,www.ebay.com,United Kingdom,14-05-2019 15:28,271,London,Wrist Band
96.65,Visa,www.snapdeal.com,India,14-05-2019 15:28,272,Kolkata,Mobile Phone
321.59,Visa,www.snapdeal.com,India,14-05-2019 15:28,273,Pune,LAN Cable
160.98,Visa,www.ebay.com,France,14-05-2019 15:28,274,Paris,Pen Drive
550.32,Maestro,www.flipkart.com,United States,14-05-2019 15:28,275,New York City,Wrist Band
399.47,Maestro,www.snapdeal.com,India,14-05-2019 15:28,276,Hyderabad,Mobile Phone
152.17,MasterCard,www.ebay.com,India,14-05-2019 15:28,277,Pune,Wrist Band
437.34,Maestro,www.amazon.com,Inida,14-05-2019 15:28,278,New Delhi,Desktop Computer
168.08,MasterCard,www.snapdeal.com,Inida,14-05-2019 15:28,279,New Delhi,Pen Drive
505.5,Visa,www.flipkart.com,India,14-05-2019 15:28,280,Bangalore,Wrist Watch
96.32,MasterCard,www.snapdeal.com,India,14-05-2019 15:28,281,Pune,HDMI Cable
78.15,Visa,www.amazon.com,India,14-05-2019 15:28,282,Pune,External Hard Drive
120.67,Visa,www.snapdeal.com,Italy,14-05-2019 15:28,283,Rome,Laptop
90.94,Visa,www.snapdeal.com,India,14-05-2019 15:28,284,Chennai,TV Stand
316.58,Visa,www.ebay.com,India,14-05-2019 15:28,285,Mumbai,External Hard Drive
94.39,MasterCard,www.ebay.com,Singapore,14-05-2019 15:28,286,Singapore,HDMI Cable
484.08,MasterCard,www.ebay.com,France,14-05-2019 15:28,287,Paris,External Hard Drive
150.74,MasterCard,www.ebay.com,Singapore,14-05-2019 15:28,288,Singapore,LAN Cable
31.07,MasterCard,www.flipkart.com,Italy,14-05-2019 15:29,289,Rome,Desktop Computer
521.88,Visa,www.amazon.com,Israel,14-05-2019 15:29,290,Jerusalem,Desktop Computer
225.91,Visa,www.snapdeal.com,India,14-05-2019 15:29,291,Hyderabad,Wrist Band
43.85,Visa,www.ebay.com,India,14-05-2019 15:29,292,Bangalore,Wrist Band
360.43,Visa,www.snapdeal.com,India,14-05-2019 15:29,293,Chennai,Pen Drive
423.75,Maestro,www.snapdeal.com,Italy,14-05-2019 15:29,294,Rome,TV
237.25,Visa,www.snapdeal.com,India,14-05-2019 15:29,295,Hyderabad,Mobile Phone
414.59,Maestro,www.amazon.com,India,14-05-2019 15:29,296,Bangalore,HDMI Cable
119.34,MasterCard,www.amazon.com,United States,14-05-2019 15:29,297,New York City,Mobile Phone
438.77,Visa,www.snapdeal.com,India,14-05-2019 15:29,298,Chennai,TV
284.31,Visa,www.snapdeal.com,India,14-05-2019 15:29,299,Kolkata,Mobile Phone
333.13,MasterCard,www.ebay.com,United Kingdom,14-05-2019 15:29,300,London,LAN Cable
187.93,MasterCard,www.ebay.com,Inida,14-05-2019 15:29,301,New Delhi,Wrist Band
421.44,MasterCard,www.ebay.com,France,14-05-2019 15:29,302,Paris,Laptop
